Unnamed: 0.1,Unnamed: 0,RA_ICRS,DE_ICRS,Source,Plx,PM,pmRA,pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,BP-RP,BP-G,G-RP,pscol,Teff,Dist,Rad,Lum-Flame,Mass-Flame,Age-Flame,z-Flame,SpType-ELS
27160,27160,14.71478538445,76.61358087047,563269400206870912,1.0815,4.245,1.574,-3.942,12.605217,0.002762,12.922392,0.002878,12.1173,0.003812,11.915707,0.02314,0.805092,0.317175,0.487917,,8352.9,901.1068,2.0196,18.732973,1.946,0.67,0.5636703,A      
38942,38942,314.1882765611,24.27803836326,1842696967494050688,1.0372,1.623,1.512,-0.59,11.712083,0.002766,11.884237,0.002854,11.409912,0.003798,11.277297,0.012407,0.474325,0.172154,0.302171,,8031.9,861.092,2.2245,21.256119,1.97,0.822,0.49215838,A      
147105,47105,35.35295265594,57.46759960765,458479345019850624,-0.2112,1.836,-1.756,0.535,14.966088,0.002905,15.263198,0.002986,14.449199,0.003875,,,0.813999,0.29711,0.51689,,9645.1,3002.459,2.1913,,,,,B      
161685,61685,26.11905650505,60.68910180009,509678546336108032,0.3134,0.796,-0.716,-0.348,14.701871,0.002763,15.025968,0.002972,14.183987,0.003874,,,0.841981,0.324097,0.517884,,10869.6,4208.9995,3.2879,67.49604,2.71,0.221,0.49746415,B      
158803,58803,30.94219035486,59.2141241067,507050236816558464,0.1606,2.255,-2.198,0.501,14.780508,0.002813,15.042174,0.002977,14.21317,0.004106,,,0.829004,0.261666,0.567338,,11305.4,3181.6604,2.3356,85.50837,2.884,,0.59591174,B      
104217,4217,79.88862560797,37.23424119018,187090566419689856,0.2588,1.572,0.762,-1.374,16.203356,0.002823,16.668243,0.005481,15.533668,0.005313,,,1.134576,0.464888,0.669688,,9825.2,3920.5012,2.1141,38.51151,2.36,0.318,0.50356954,B      
157517,57517,28.05444151326,57.01238424792,505683715658385792,0.2336,1.75,-1.56,-0.794,14.441399,0.00278,14.542706,0.002872,14.256367,0.003898,,,0.286339,0.101307,0.185032,,10302.6,4346.412,2.4668,47.269455,2.498,0.252,0.5050416,B      
9264,9264,88.07179691473,56.48067973027,265659743192466432,1.2257,7.533,-2.229,-7.196,11.960223,0.002774,12.185851,0.003027,11.591878,0.003828,11.441862,0.008536,0.593973,0.225628,0.368345,,7090.1,716.2803,1.9296,9.860088,1.639,1.369,0.45425746,A      
23669,23669,40.72358921204,68.34748004371,517613038857473152,0.553,4.449,1.954,-3.997,14.814605,0.002775,15.611757,0.003245,13.929698,0.003913,13.532722,0.070416,1.682059,0.797153,0.884907,,8335.5,1613.909,2.7687,39.85113,2.266,0.631,0.37476015,A      
67009,67009,319.99317998112,51.32852812673,2172193423794070656,0.6368,5.364,-4.888,-2.209,12.461663,0.00276,12.778508,0.002851,11.971703,0.003812,11.740895,0.011198,0.806806,0.316845,0.489961,,8747.3,1620.1693,3.8297,72.001274,2.583,0.493,0.43660584,A      
152884,52884,47.51193326118,64.29347856942,467214586940051840,0.4381,2.915,-2.164,1.953,14.40961,0.00276,14.951576,0.002885,13.651222,0.003818,,,1.300354,0.541966,0.758388,,10181.9,2270.0964,3.0835,82.52749,2.747,0.33,0.46805766,B      
120934,20934,60.1458370285,51.88690254047,251023216205873536,0.2867,1.29,0.113,-1.285,14.675907,0.002768,15.340205,0.003189,13.86692,0.003816,,,1.473285,0.664298,0.808987,,9867.0,2729.368,3.8557,171.22487,3.158,0.298,0.40977225,B      
141982,41982,51.57979829313,52.39494784592,443334534413277952,0.224,0.98,-0.704,-0.682,16.183134,0.002796,16.742903,0.005227,15.460167,0.004339,,,1.282736,0.559769,0.722967,,9672.5,3720.577,2.2766,38.951363,2.331,0.384,0.4925198,B      
48025,48025,351.59668177448,52.07903951238,1991668183037356544,1.2356,0.998,0.688,-0.724,11.486361,0.002782,11.574515,0.002838,11.322354,0.003789,11.241678,0.01117,0.252161,0.088155,0.164006,,9294.4,899.3391,2.029,21.123877,2.08,0.258,0.54690295,A      
65200,65200,314.72117206838,47.81778110971,2163968320912091776,0.4095,5.594,-2.953,-4.751,14.820758,0.002768,15.29123,0.00333,14.169415,0.003888,13.859561,0.082267,1.121815,0.470472,0.651342,1.484,7483.4,1701.0261,1.8915,18.492186,1.89,1.035,0.46831593,A      
83193,83193,92.05098043564,-2.19292110035,3024982682467586688,2.2868,5.1,0.052,-5.1,10.424665,0.002779,10.549943,0.002843,10.191151,0.003794,10.092773,0.007005,0.358792,0.125278,0.233515,,7689.0,419.57,1.8371,12.110678,1.76,0.791,0.50784016,A      
22877,22877,21.30996719079,60.40790983926,510255377625899648,1.0577,1.999,-1.916,0.57,12.432119,0.002759,12.750375,0.002818,11.942607,0.003788,11.715807,0.03264,0.807768,0.318255,0.489512,,7985.2,1595.7515,4.0102,19.960768,1.943,0.838,0.3486318,A      
63862,63862,292.49555396001,46.9464849647,2128348782724952320,2.8971,12.113,12.081,0.87,6.873146,0.002783,6.854016,0.0029,6.873612,0.003823,6.855585,0.005062,-0.019596,-0.01913,-0.000466,,10209.4,362.6386,5.1766,240.2749,3.407,0.25,0.40090856,A      
133922,33922,10.57947890352,60.89154043814,427160237336018688,0.3881,0.762,-0.759,-0.073,14.016898,0.002768,14.311978,0.003245,13.492918,0.008807,,,0.81906,0.29508,0.52398,,9936.4,2353.9465,2.5191,57.546764,2.536,0.371,0.4583734,B      
15110,15110,6.78245892925,53.95667505785,419559657052711808,1.3164,11.876,-10.331,-5.859,10.060513,0.002777,10.240718,0.002804,9.743145,0.003784,9.627153,0.008227,0.497573,0.180205,0.317368,1.6675,7301.8,705.7296,4.1082,48.159084,2.254,0.786,0.32333413,A      
138476,38476,8.15137105609,63.67789966474,430920807623760256,0.1054,2.774,-2.73,-0.496,13.895571,0.002789,14.325029,0.002938,13.261948,0.003813,,,1.063082,0.429459,0.633623,,11383.3,2032.5906,2.7209,112.40166,3.03,0.209,0.5684876,B      
13732,13732,23.82067249551,49.42339310952,405677291950250496,0.5875,1.898,0.232,-1.884,11.205122,0.002775,11.251412,0.002851,11.100672,0.003806,11.02712,0.015597,0.150741,0.04629,0.10445,,9411.9,2178.913,5.1063,96.88393,2.782,0.393,0.35833663,A      
130668,30668,20.59377515903,58.50374947478,413929298523175936,0.3352,1.685,-1.512,-0.742,11.522038,0.002778,11.807461,0.002831,11.053835,0.003792,,,0.753626,0.285422,0.468204,,17705.9,3057.13,7.4404,,,,,B      
14188,14188,19.12163041269,53.24654145588,410273765952059392,0.3805,2.35,-0.135,-2.346,14.704438,0.002767,15.089966,0.002974,14.139666,0.003911,13.883976,0.154934,0.9503,0.385528,0.564773,,7329.8,2308.548,2.3719,14.823034,1.793,1.159,0.4464569,A      
145080,45080,37.51488223649,56.61125402878,457581452030629376,2.114,1.314,0.362,-1.263,12.45383,0.002807,12.585177,0.003191,12.123203,0.005021,,,0.461974,0.131348,0.330627,,15006.5,2400.6252,3.2315,17.25916,,,0.718001,B      
76122,76122,12.29000750545,20.56093328913,2801417020388676992,3.2527,15.089,13.956,-5.735,9.947322,0.002777,10.100069,0.002862,9.670333,0.003861,9.552678,0.007521,0.429736,0.152747,0.276989,,7565.4,296.8216,1.7121,9.158121,1.648,0.923,0.43124935,A      
130154,30154,22.08027806704,57.52991801852,412975983286010624,0.1489,2.044,-1.738,-1.075,14.983906,0.002766,15.24503,0.003005,14.538309,0.003961,,,0.706721,0.261125,0.445597,,9940.8,6184.945,3.97,145.31723,3.064,0.309,0.42153826,B      
88952,88952,107.77143906762,-8.76868883284,3051339110063490688,0.5341,0.779,-0.63,-0.458,14.020193,0.002805,14.274355,0.003041,13.610498,0.003853,13.44056,0.156793,0.663857,0.254162,0.409695,,7476.4,1954.8314,2.1187,9.831879,1.665,1.03,0.42448083,A      
94038,94038,103.26920608297,-5.66225641593,3101136885034593664,1.2718,2.584,-0.76,-2.47,11.479847,0.002894,11.62266,0.004055,11.220383,0.004409,11.128011,0.038307,0.402277,0.142813,0.259464,,7841.4,772.6395,2.1326,14.994043,1.824,0.897,0.42230004,A      
176140,76140,14.832784382,66.28353150624,526012551783956480,0.628,1.344,-0.794,1.085,15.490363,0.002782,16.711206,0.004944,14.400137,0.003927,13.726979,0.144984,2.31107,1.220843,1.090226,,15028.3,1463.1647,2.2075,242.27805,4.056,,1.1391426,B      
120722,20722,58.33847975628,48.91443953945,250005961790960128,0.4873,1.98,0.502,-1.915,13.017878,0.002763,13.380157,0.002897,12.472229,0.003807,,,0.907928,0.36228,0.545649,,11164.5,1986.1913,3.481,170.20934,3.249,0.231,0.55154556,B      
52318,52318,357.41597276351,63.21397125962,2016046687987022848,1.0159,6.872,2.546,-6.383,12.844388,0.002843,13.307499,0.002908,12.183768,0.003821,11.915629,0.014046,1.123731,0.463111,0.66062,,6913.1,1874.2031,5.4224,16.026167,1.805,1.279,0.2534474,A      
92733,92733,122.96253954693,0.30625652621,3083544630266675328,1.6568,4.624,0.096,4.623,10.810722,0.002778,10.930271,0.002864,10.59306,0.003807,10.509132,0.028215,0.337212,0.119549,0.217663,,7718.3,641.075,2.2265,13.859656,1.792,0.957,0.5206859,A      
79678,79678,104.77674855022,-17.58741293953,2935314863529625600,0.4689,0.621,-0.562,-0.266,14.813013,0.002764,15.28856,0.00305,14.169777,0.003895,13.981843,0.112665,1.118783,0.475547,0.643236,,8428.9,2079.632,2.1017,18.758585,1.95,0.643,0.6287157,A      
65162,65162,315.19951162104,46.86864524477,2163848577220105728,0.3411,4.183,-2.601,-3.276,15.169703,0.002772,15.922823,0.003435,14.309924,0.003951,13.817863,0.091275,1.612899,0.75312,0.859778,,7451.2,4693.735,6.9209,45.410225,2.302,0.717,0.26305035,A      
106954,6954,83.17787524699,39.6436812689,190766680463977216,0.2454,1.437,-0.57,-1.319,16.004564,0.002811,16.385405,0.006072,15.379687,0.006403,,,1.005717,0.38084,0.624877,,11268.6,3023.1135,1.475,31.967789,,,0.77230513,B      
81474,81474,100.37012660653,-11.23640308389,2954097580147178496,0.331,1.622,-0.728,1.449,14.536392,0.002763,14.954066,0.003062,13.937312,0.003889,13.886883,0.114892,1.016754,0.417674,0.59908,,7692.4,4241.8926,4.857,31.797417,2.132,0.807,0.31646162,A      
100911,911,56.85697287542,29.87575628981,168073310225126656,2.3942,6.119,2.926,-5.374,8.197806,0.002781,8.206841,0.00289,8.092319,0.003834,,,0.114523,0.009035,0.105488,,16843.0,428.8907,2.8053,559.5113,4.971,,1.1505958,B      
126735,26735,63.45418685771,53.25981668944,275157633877192320,0.1682,0.123,-0.119,-0.03,16.36284,0.002781,16.74211,0.004205,15.758042,0.00459,,,0.984067,0.379269,0.604798,,10146.0,6484.0664,2.7871,73.42674,2.684,0.333,0.4753733,B      
37797,37797,297.33760130987,21.52809571335,1827481204033238272,1.3175,3.205,2.591,-1.887,12.49501,0.002818,12.809669,0.002956,11.960946,0.003802,11.697157,0.039782,0.848722,0.314658,0.534064,,6987.9,1150.2373,3.0507,8.603607,1.593,1.383,0.33765265,A      
82679,82679,95.08797432825,-6.12654349897,3008152384963645184,2.7011,3.458,-2.844,1.967,10.517344,0.002772,10.639737,0.002861,10.287811,0.003794,10.183669,0.008529,0.351926,0.122393,0.229533,,7636.2,365.2034,1.5136,7.094747,1.594,0.47,0.45231047,A      
58132,58132,300.9498433006,34.38593160312,2058569342432368256,0.4426,5.982,-2.566,-5.404,14.802168,0.00277,15.261609,0.003026,14.126303,0.003874,13.845902,0.073913,1.135306,0.459441,0.675865,,6764.2,2280.0293,2.6684,14.202741,1.776,1.148,0.2693564,A      
153262,53262,43.81596994012,63.57370214693,467495821400486912,0.5608,2.225,-1.95,1.07,13.221264,0.00276,13.520962,0.002817,12.744728,0.003793,,,0.776234,0.299698,0.476536,,10341.6,1939.7966,2.9135,66.96975,2.644,0.318,0.53102654,B      
96599,96599,108.17910043231,0.33707812416,3111305409085733376,0.6172,2.041,0.477,-1.984,14.204823,0.002776,14.49926,0.003079,13.747788,0.003936,13.505054,0.110074,0.751472,0.294437,0.457034,,8010.8,1186.344,1.222,9.167347,1.695,0.42,0.73910177,A      
82128,82128,96.92262101092,-11.18160319528,3000506454121506688,1.7263,5.626,4.044,-3.911,10.738993,0.002777,10.942895,0.002977,10.390624,0.003867,10.234758,0.011049,0.552271,0.203902,0.348369,,7330.2,591.0362,2.717,16.591375,1.836,1.13,0.37962458,A      
10504,10504,23.30053526072,20.63797928069,288401801182006912,1.2199,9.627,9.59,0.843,11.785167,0.002782,11.874065,0.002858,11.616413,0.003807,11.547389,0.012636,0.257652,0.088899,0.168754,,8299.5,1038.9346,2.1143,10.911275,1.765,0.365,0.55553406,A      
169643,69643,32.73183058726,64.12996767376,515001836188328320,0.1784,0.945,-0.942,0.075,13.971004,0.002763,14.298865,0.002889,13.459384,0.003819,,,0.839481,0.327862,0.51162,,12709.8,3781.9114,3.7656,543.20776,4.258,,0.5304362,B      
175519,75519,20.38243565607,64.3796122439,524815217982063872,0.3055,3.334,-3.256,-0.715,13.782949,0.002835,14.155067,0.003408,13.22628,0.004186,,,0.928787,0.372119,0.556668,,11372.5,2736.786,3.4027,215.49341,3.422,0.214,0.5868687,B      
112760,12760,78.21009928912,43.46325582337,202290696199104768,0.2066,0.782,0.548,-0.557,15.853086,0.002779,16.255833,0.003487,15.261901,0.004125,,,0.993932,0.402746,0.591186,,9640.9,5083.9478,2.8565,63.808067,2.568,0.408,0.45281503,B      
174179,74179,11.02081339772,63.86098809243,523946191481490304,0.2448,2.313,-2.305,-0.195,15.095805,0.002769,15.600531,0.003211,14.405329,0.003887,,,1.195202,0.504725,0.690476,,10793.3,4488.52,3.9581,133.68272,3.069,0.264,0.46355155,B      
102665,2665,83.26794808283,35.52264815219,183175274232828928,0.8055,2.169,0.124,-2.166,12.638802,0.00278,12.764112,0.002891,12.414071,0.003806,,,0.35004,0.12531,0.22473,,10665.7,1514.263,2.0383,31.781883,,,0.5941049,B      
132401,32401,11.0427750258,59.46449743494,425304777101669760,0.9843,1.125,0.268,-1.093,10.522157,0.002765,10.626739,0.002826,10.314506,0.003788,10.208669,0.007792,0.312233,0.104582,0.207651,,10154.8,1178.1196,4.1825,125.359764,2.98,0.313,0.43212503,B      
140435,40435,1.27571897786,64.21942680427,431747468570899584,0.1169,2.354,-2.354,-0.027,16.496447,0.002795,17.062387,0.004649,15.750408,0.004267,,,1.311979,0.565941,0.746038,,9698.1,5067.8276,2.7921,64.25488,2.576,0.4,0.45263305,B      
69633,69633,310.9398553416,61.14203656478,2194985608337922048,0.9011,5.218,-1.22,-5.074,12.1726,0.002759,12.561449,0.002854,11.605998,0.003795,11.366355,0.031451,0.955451,0.388849,0.566602,,7517.5,1039.569,3.3757,36.53034,2.191,0.809,0.3515348,A      
25086,25086,8.49611031965,65.72345535024,527578703017963904,1.1587,3.873,-3.868,-0.195,14.366131,0.002765,15.095226,0.003023,13.526705,0.003836,13.119197,0.075991,1.568522,0.729095,0.839426,,7568.8,830.9442,1.6053,8.073661,1.618,0.763,0.637243,A      
102462,2462,82.09287708199,34.77711254112,182861977841210880,0.4963,2.418,-0.006,-2.418,11.651814,0.002845,11.854811,0.00309,11.297236,0.00397,,,0.557575,0.202997,0.354578,,14143.3,2190.8452,4.6787,796.043,5.054,,0.3569059,B      
130071,30071,20.88176941913,56.97705567266,412620742250464128,0.2615,0.899,-0.441,-0.783,14.148547,0.002779,14.27837,0.002871,13.916491,0.003828,,,0.361879,0.129823,0.232057,,9763.5,5146.73,3.6704,51.925743,2.481,0.379,0.42992717,B      
169353,69353,31.33984347806,62.99060384496,514837527917614848,0.3427,2.109,-2.046,0.513,13.544752,0.002761,13.795588,0.002865,13.126877,0.00381,,,0.668711,0.250835,0.417875,,12998.8,2850.0679,2.9687,212.5633,3.62,,0.596607,B      
55251,55251,296.34625852373,32.35761841491,2034605830131478016,0.8561,8.666,-2.955,-8.147,12.078064,0.002764,12.186202,0.002868,11.8795,0.003799,11.774616,0.019811,0.306702,0.108138,0.198564,,9226.9,1133.0792,2.0272,27.173462,2.16,0.41,0.61490804,A      
143984,43984,39.4596070295,54.71424378218,454173897999222016,0.4402,1.476,-0.395,-1.422,14.155601,0.002833,14.416937,0.003221,13.719285,0.004568,,,0.697652,0.261336,0.436316,,9973.5,3091.6243,2.941,36.69749,2.37,0.23,0.4229497,B      
101734,1734,80.69232902486,33.42246933793,181174021333388928,0.4191,1.352,-0.369,-1.301,12.395199,0.00277,12.587612,0.002876,12.045061,0.003826,,,0.542551,0.192413,0.350138,,12355.6,3180.1064,5.1608,278.1982,3.681,,0.45670852,B      
99162,99162,100.42310210053,1.82270066989,3126672217956294528,0.5618,2.661,0.366,-2.636,14.730104,0.002796,15.105251,0.003492,14.146387,0.004098,13.828944,0.153961,0.958864,0.375148,0.583716,,7488.7,1433.9388,1.4317,7.757641,1.597,0.851,0.555002,A      
168161,68161,34.57003607673,63.09441306947,513961698189671040,0.2586,1.199,-1.165,0.283,14.952983,0.00277,15.250815,0.003024,14.477179,0.003915,,,0.773637,0.297833,0.475804,,9901.3,5716.4805,3.9464,51.438717,2.493,0.345,0.42179045,B      
34444,34444,201.2158943481,54.89743202216,1563586799775391104,10.965,20.864,-20.171,-5.33,7.526949,0.002766,7.662536,0.002859,7.268127,0.003845,7.162788,0.004988,0.394409,0.135587,0.258822,,7223.0,91.5424,1.6005,6.248063,1.516,0.961,0.51090556,A      
98429,98429,97.53771951914,0.81524122486,3120731895927676672,1.0914,2.076,1.401,1.532,12.044354,0.002811,12.279127,0.003367,11.638443,0.003954,11.433489,0.059417,0.640684,0.234773,0.405911,,7524.7,948.746,2.4681,15.561785,1.819,1.055,0.4500559,A      
69911,69911,331.95226367089,57.12649007891,2198626576683020544,0.3427,3.208,-1.979,-2.525,14.701331,0.002767,15.43154,0.003329,13.857187,0.003838,13.50012,0.090914,1.574352,0.730208,0.844144,,7358.5,4150.32,7.6324,53.679028,2.331,0.734,0.22643258,A      
45411,45411,325.1034028236,45.24978140615,1974051872155139072,0.7821,8.331,-5.053,-6.624,12.331566,0.002776,12.525408,0.002923,12.007873,0.003886,11.876355,0.015443,0.517535,0.193842,0.323693,,7904.2,1308.2137,2.6869,22.635899,1.988,0.858,0.3465475,A      
11086,11086,40.21887255264,42.11597259394,337041171939759360,2.6735,8.365,6.683,-5.031,9.769137,0.002788,9.838918,0.002941,9.626197,0.003842,9.547968,0.024418,0.212721,0.06978,0.142941,,9063.6,370.8894,1.7979,19.845015,2.035,0.346,0.61565894,A      
167398,67398,23.96871936612,64.84096486086,512986774972425600,0.3257,2.62,-2.615,-0.167,14.050753,0.002771,14.537738,0.003068,13.383189,0.003846,,,1.154549,0.486985,0.667563,,11291.5,3301.0508,4.4045,213.95088,3.405,0.217,0.45845157,B      
170105,70105,34.86870647665,64.78549040796,515316296511061248,1.4622,4.131,3.927,1.281,10.794111,0.002759,10.9802,0.002805,10.461832,0.003787,10.302317,0.006438,0.518368,0.186089,0.332279,,11429.0,714.0643,2.4773,89.305336,2.921,,0.7276376,B      
85043,85043,109.56872111789,-13.10136624368,3033039315264615680,0.871,1.401,-0.582,1.275,12.260997,0.002764,12.458386,0.002829,11.911986,0.003795,11.792328,0.028763,0.5464,0.19739,0.34901,,8378.0,1222.3683,2.5281,25.100054,2.066,0.656,0.5841022,A      
100460,460,71.81927714342,28.44984674257,154805469051124352,0.5522,1.973,0.996,-1.703,12.873167,0.002794,13.171334,0.003129,12.40182,0.004034,,,0.769514,0.298167,0.471347,,11526.8,1506.0331,2.4735,133.96892,3.145,0.205,0.6207409,B      
107117,7117,85.41597345101,39.89685898917,191016338326188416,0.2197,0.312,0.173,-0.259,14.410104,0.002774,14.651626,0.002904,14.003207,0.003846,,,0.648418,0.241522,0.406897,,10945.2,5279.1006,3.9969,217.86829,3.394,0.233,0.45025995,B      
94135,94135,106.34071609744,-4.97128694932,3101449386859419008,0.5416,2.92,-0.109,2.918,13.714764,0.002786,13.905231,0.002931,13.389729,0.003849,13.192566,0.120472,0.515502,0.190467,0.325035,,7679.5,1879.8768,2.0312,10.873669,1.715,0.881,0.52299863,A      
69635,69635,311.25452523727,61.23267961258,2194992656383513728,1.7178,12.277,-4.653,-11.361,10.649788,0.002762,10.845317,0.002827,10.313774,0.00379,10.183173,0.009804,0.531543,0.195529,0.336014,,7817.7,579.1123,2.6037,23.153376,1.993,0.884,0.46317187,A      
37063,37063,300.9664826335,19.06464135299,1822241240875702400,0.5061,1.741,-1.066,-1.376,13.533646,0.002761,13.905015,0.002886,12.987703,0.00381,12.844667,0.060927,0.917312,0.371369,0.545942,,6950.2,1630.2153,2.8653,20.988897,1.926,1.146,0.40205425,A      
174424,74424,10.90804711594,64.1804699056,524056520601964544,0.299,2.563,-2.561,-0.101,13.883493,0.002777,14.226784,0.005777,13.18887,0.011218,,,1.037913,0.34329,0.694623,,15540.5,1934.9574,2.1683,624.8507,4.769,,0.93048394,B      
64906,64906,316.56426779143,46.3300298908,2162846814739032576,0.599,4.494,0.007,-4.494,14.217555,0.002798,14.516742,0.003342,13.75089,0.004015,13.583933,0.056766,0.765852,0.299187,0.466665,,7398.2,1509.2096,1.6088,8.04816,1.599,1.0,0.57529867,A      
142003,42003,51.61199394387,53.1398274532,443439262895181312,0.1533,1.086,-0.6,-0.905,15.659678,0.002785,16.29981,0.004138,14.864882,0.004142,,,1.434928,0.640132,0.794796,,9774.7,3863.811,3.3822,98.19913,2.81,0.364,0.43092495,B      
59726,59726,307.91310650685,40.82735338904,2067746828534513792,1.3618,3.052,2.573,-1.642,11.64802,0.002765,11.786473,0.002875,11.402816,0.003799,11.312924,0.012388,0.383657,0.138453,0.245204,,7995.5,753.4844,1.855,11.110828,1.744,0.665,0.5278375,A      
14151,14151,23.75697765145,56.15534758938,409650755178518272,1.525,2.57,1.341,-2.192,11.188333,0.002764,11.422055,0.00282,10.799761,0.003785,10.637571,0.009505,0.622294,0.233723,0.388572,,7536.9,689.678,2.6093,17.131474,1.86,1.038,0.45472988,A      
112110,12110,75.12916670657,42.14413193702,201781244358808832,0.3297,1.475,-0.172,-1.465,14.978682,0.002795,15.164719,0.004386,14.631407,0.004725,,,0.533312,0.186037,0.347275,,10346.7,3425.0828,1.8466,23.679308,,,0.79693544,B      
145211,45211,36.87415909934,57.10843748487,457670791654708864,0.4467,1.097,-0.41,-1.017,14.965834,0.002768,15.336419,0.00308,14.375452,0.004056,,,0.960967,0.370585,0.590382,,10751.5,2167.3647,1.6752,32.18987,2.449,,0.7097053,B      
179859,79859,218.19497962552,6.36623031669,1172078162554358144,0.1933,8.889,-5.453,-7.02,15.883251,0.002857,15.814117,0.004504,16.02955,0.005192,,,-0.215433,-0.069134,-0.146299,,17734.8,20535.88,2.9351,798.34216,5.447,,0.95820916,B      
23788,23788,31.56017762056,66.06745495576,518594868385346944,0.9342,2.804,-2.804,-0.027,14.376551,0.002761,15.163679,0.003119,13.503133,0.003817,13.074551,0.082244,1.660546,0.787128,0.873418,,6634.6,943.6596,2.1042,9.752086,1.616,1.7,0.39319944,A      
2494,2494,64.92406716337,38.85837048194,179401956482151296,0.3804,1.078,-0.531,-0.938,14.20359,0.002762,14.928602,0.003085,13.359414,0.003842,13.003732,0.035818,1.569188,0.725012,0.844176,,7497.4,4554.5664,10.3874,84.70636,2.615,0.505,0.20961688,A      
158703,58703,31.77407586816,58.73952737105,506975160786612224,0.4319,0.655,0.045,0.654,12.025671,0.002761,12.174497,0.002843,11.749902,0.003795,,,0.424595,0.148826,0.275769,,14282.4,2624.7424,4.1891,501.00607,4.43,,0.62158173,B      
168332,68332,37.42763830984,62.87927393763,514084465533817984,0.4111,0.649,-0.16,-0.629,16.02251,0.002781,16.415813,0.003886,15.372592,0.004009,,,1.043222,0.393303,0.649919,,9733.9,4442.0576,2.443,48.700108,2.446,0.386,0.4691598,B      
169114,69114,34.39138398009,63.20379541153,514713798502714752,0.4628,1.227,-1.059,0.621,16.271088,0.002797,16.716883,0.004571,15.613907,0.004099,,,1.102976,0.445795,0.657181,,10560.8,4175.9834,2.037,48.118164,2.531,,0.55572194,B      
81432,81432,101.27392683552,-11.93451282351,2953799337616193280,1.2044,2.144,-0.744,-2.011,11.652917,0.002775,11.797343,0.002884,11.38635,0.003794,11.253232,0.0091,0.410994,0.144426,0.266567,,9054.0,852.8154,2.0536,22.991129,2.083,0.421,0.58602065,A      
46482,46482,331.16176254346,50.87248650528,1980056790503534848,0.4037,5.351,-4.525,-2.856,14.456112,0.002836,14.748232,0.002957,13.958088,0.003873,13.87504,0.056467,0.790144,0.29212,0.498024,,7017.0,3571.6946,3.6102,28.13169,2.055,0.994,0.32281312,A      
124624,24624,70.56714741332,51.67748534832,260485372755005440,0.0868,0.714,0.153,-0.697,16.74042,0.002847,17.531242,0.008052,15.814715,0.00458,,,1.716527,0.790823,0.925704,,9606.8,2749.8916,1.8893,28.320879,2.219,0.275,0.63136744,B      
159434,59434,33.07010029638,61.38240345369,507739798100914816,1.0347,2.439,-2.383,0.52,12.313349,0.002758,12.647103,0.00282,11.803675,0.003786,11.572367,0.013204,0.843429,0.333755,0.509674,,10641.5,1029.5408,2.4538,62.239834,2.656,0.238,0.5582592,B      
9932,9932,61.60873674975,52.93662120152,275102413474577152,0.4122,9.459,8.441,-4.269,12.361634,0.002783,12.662304,0.002813,11.877367,0.003793,11.676798,0.01566,0.784937,0.30067,0.484267,,7018.4,4305.6143,11.3555,275.61588,3.652,0.217,0.19381474,A      
147087,47087,35.1895747976,57.44748765055,458473984900692992,0.3585,1.112,-0.515,-0.986,13.479693,0.002768,13.718287,0.002874,13.084516,0.003827,,,0.633772,0.238594,0.395178,,11797.9,2009.0376,2.2031,145.66086,3.221,,0.7003171,B      
19057,19057,41.12144699223,56.50903977611,454753546785376512,1.3762,3.064,-2.881,1.044,12.291225,0.002762,12.687083,0.002893,11.720747,0.003814,11.502287,0.013949,0.966336,0.395858,0.570478,,7380.2,653.4796,2.0164,13.500724,1.761,1.139,0.5117741,A      
11208,11208,37.49183611886,43.60841859842,339664091287462784,1.6573,10.975,-1.167,-10.913,10.553424,0.00278,10.658649,0.002902,10.354947,0.003796,10.26469,0.006808,0.303702,0.105226,0.198477,,8559.5,601.4125,2.2211,23.849958,2.051,0.63,0.55894107,A      
125352,25352,63.86019648794,49.64069566523,270581157241712896,0.5787,1.108,0.529,-0.973,16.183681,0.002856,17.16197,0.005588,15.086664,0.004121,,,2.075306,0.978289,1.097017,,9672.2,2270.4392,2.7455,28.672579,2.222,0.282,0.44558665,B      
126672,26672,62.71093004153,53.02356700239,275066443131400192,0.1257,0.268,0.264,0.05,17.229816,0.002808,17.720346,0.009481,16.53485,0.006861,,,1.185497,0.49053,0.694967,,9613.3,4604.5254,1.6298,21.06118,2.115,,0.5815525,B      
582,582,32.72597758784,16.38435737204,80000710850790528,3.4952,25.874,-18.41,-18.181,9.368285,0.002767,9.573372,0.002866,9.01444,0.003795,8.883723,0.021497,0.558932,0.205087,0.353846,,7041.3,292.8219,2.416,12.020793,1.706,1.363,0.4879757,A      
83438,83438,114.65385044503,-16.57676737984,3027255235572182144,0.7195,2.712,-2.398,-1.267,13.76639,0.002792,13.973074,0.002851,13.393032,0.003903,13.155243,0.089105,0.580042,0.206684,0.373358,,7450.3,1372.9834,1.5441,6.1120257,1.551,0.397,0.5762652,A      
9791,9791,68.68825228821,53.6419198217,273679924605431680,2.2635,4.293,-2.838,-3.222,11.487689,0.00277,11.965318,0.002847,10.836634,0.003801,10.543902,0.008199,1.128684,0.477629,0.651055,,7927.6,431.0512,2.1751,15.931035,1.843,0.952,0.35439587,A      
